"id","facility_name","county_name","productive_hours","productive_hours_per_adjusted_patient_day"
20946,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",261475,1.18
20947,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",1069795,4.84
20948,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",1732167,7.83
20949,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",84188,0.38
20950,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",237030,1.07
20951,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",894171,4.04
20952,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",425119,1.92
20953,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",293016,1.32
20954,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",39349,0.18
20955,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",64864,0.29
20956,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",1580430,7.14
20957,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",855467,3.87
20958,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",606498,2.74
20959,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",0,0.0
20960,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",1076236,4.86
20961,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",402862,1.82
20962,"SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER","San Francisco",470264,2.13
20963,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",193550,3.69
20964,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",388124,7.4
20965,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",459616,8.77
20966,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",125,0.0
20967,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",48542,0.93
20968,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",218929,4.18
20969,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",125179,2.39
20970,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",24853,0.47
20971,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",6020,0.11
20972,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",0,0.0
20973,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",441083,8.41
20974,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",170996,3.26
20975,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",351382,6.7
20976,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",155,0.0
20977,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",269357,5.14
20978,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",56672,1.08
20979,"ST. FRANCIS MEMORIAL HOSPITAL","San Francisco",148758,2.84
20980,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",51453,0.99
20981,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",256524,4.96
20982,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",319225,6.17
20983,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",54284,1.05
20984,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",124547,2.41
20985,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",123120,2.38
20986,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",113916,2.2
20987,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",34452,0.67
20988,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",10571,0.2
20989,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",6949,0.13
20990,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",393997,7.62
20991,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",72845,1.41
20992,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",240337,4.65
20993,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",0,0.0
20994,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",246574,4.77
20995,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",79109,1.53
20996,"CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE''S CAMPUS","San Francisco",55023,1.06
20997,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",129638,2.34
20998,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",381163,6.87
20999,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",430164,7.75
21000,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",28144,0.51
21001,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",56516,1.02
21002,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",209263,3.77
21003,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",137112,2.47
21004,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",53778,0.97
21005,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",13133,0.24
21006,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",34582,0.62
21007,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",413505,7.45
21008,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",152109,2.74
21009,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",410915,7.4
21010,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",32440,0.58
21011,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",266222,4.8
21012,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",40891,0.74
21013,"ST. MARY''S MEDICAL CENTER-SAN FRANCISCO","San Francisco",142795,2.57
21014,"UCSF MEDICAL CENTER","San Francisco",1212445,4.37
21015,"UCSF MEDICAL CENTER","San Francisco",3709667,13.38
21016,"UCSF MEDICAL CENTER","San Francisco",3373202,12.16
21017,"UCSF MEDICAL CENTER","San Francisco",72509,0.26
21018,"UCSF MEDICAL CENTER","San Francisco",715774,2.58
21019,"UCSF MEDICAL CENTER","San Francisco",2384907,8.6
21020,"UCSF MEDICAL CENTER","San Francisco",603318,2.18
21021,"UCSF MEDICAL CENTER","San Francisco",21294,0.08
21022,"UCSF MEDICAL CENTER","San Francisco",202894,0.73
21023,"UCSF MEDICAL CENTER","San Francisco",57392,0.21
21024,"UCSF MEDICAL CENTER","San Francisco",3014810,10.87
21025,"UCSF MEDICAL CENTER","San Francisco",1899632,6.85
21026,"UCSF MEDICAL CENTER","San Francisco",3445035,12.42
21027,"UCSF MEDICAL CENTER","San Francisco",48526,0.17
21028,"UCSF MEDICAL CENTER","San Francisco",2561602,9.24
21029,"UCSF MEDICAL CENTER","San Francisco",471023,1.7
21030,"UCSF MEDICAL CENTER","San Francisco",912774,3.29
21031,"CHINESE HOSPITAL","San Francisco",48658,1.62
21032,"CHINESE HOSPITAL","San Francisco",114888,3.83
21033,"CHINESE HOSPITAL","San Francisco",122220,4.08
21034,"CHINESE HOSPITAL","San Francisco",27537,0.92
21035,"CHINESE HOSPITAL","San Francisco",21279,0.71
21036,"CHINESE HOSPITAL","San Francisco",112301,3.74
21037,"CHINESE HOSPITAL","San Francisco",57173,1.91
21038,"CHINESE HOSPITAL","San Francisco",11807,0.39
21039,"CHINESE HOSPITAL","San Francisco",59,0.0
21040,"CHINESE HOSPITAL","San Francisco",3173,0.11
21041,"CHINESE HOSPITAL","San Francisco",115713,3.86
21042,"CHINESE HOSPITAL","San Francisco",55319,1.84
21043,"CHINESE HOSPITAL","San Francisco",132300,4.41
21044,"CHINESE HOSPITAL","San Francisco",0,0.0
21045,"CHINESE HOSPITAL","San Francisco",129495,4.32
21046,"CHINESE HOSPITAL","San Francisco",22553,0.75
21047,"CHINESE HOSPITAL","San Francisco",63715,2.12
21048,"DAMERON HOSPITAL","San Joaquin",228203,4.01
21049,"DAMERON HOSPITAL","San Joaquin",291044,5.11
21050,"DAMERON HOSPITAL","San Joaquin",490492,8.62
21051,"DAMERON HOSPITAL","San Joaquin",53089,0.93
21052,"DAMERON HOSPITAL","San Joaquin",117334,2.06
21053,"DAMERON HOSPITAL","San Joaquin",299691,5.26
21054,"DAMERON HOSPITAL","San Joaquin",221665,3.89
21055,"DAMERON HOSPITAL","San Joaquin",116348,2.04
21056,"DAMERON HOSPITAL","San Joaquin",17604,0.31
21057,"DAMERON HOSPITAL","San Joaquin",1616,0.03
21058,"DAMERON HOSPITAL","San Joaquin",590505,10.37
21059,"DAMERON HOSPITAL","San Joaquin",141207,2.48
21060,"DAMERON HOSPITAL","San Joaquin",487365,8.56
21061,"DAMERON HOSPITAL","San Joaquin",0,0.0
21062,"DAMERON HOSPITAL","San Joaquin",366742,6.44
21063,"DAMERON HOSPITAL","San Joaquin",113290,1.99
21064,"DAMERON HOSPITAL","San Joaquin",137430,2.41
21065,"LODI MEMORIAL HOSPITAL","San Joaquin",133322,2.59
21066,"LODI MEMORIAL HOSPITAL","San Joaquin",533824,10.36
21067,"LODI MEMORIAL HOSPITAL","San Joaquin",457398,8.88
21068,"LODI MEMORIAL HOSPITAL","San Joaquin",18042,0.35
21069,"LODI MEMORIAL HOSPITAL","San Joaquin",150546,2.92
21070,"LODI MEMORIAL HOSPITAL","San Joaquin",348101,6.76
21071,"LODI MEMORIAL HOSPITAL","San Joaquin",186786,3.63
21072,"LODI MEMORIAL HOSPITAL","San Joaquin",21403,0.42
21073,"LODI MEMORIAL HOSPITAL","San Joaquin",16608,0.32
21074,"LODI MEMORIAL HOSPITAL","San Joaquin",10226,0.2
21075,"LODI MEMORIAL HOSPITAL","San Joaquin",450661,8.75
21076,"LODI MEMORIAL HOSPITAL","San Joaquin",345068,6.7
21077,"LODI MEMORIAL HOSPITAL","San Joaquin",368217,7.15
21078,"LODI MEMORIAL HOSPITAL","San Joaquin",0,0.0
21079,"LODI MEMORIAL HOSPITAL","San Joaquin",391603,7.6
21080,"LODI MEMORIAL HOSPITAL","San Joaquin",119144,2.31
21081,"LODI MEMORIAL HOSPITAL","San Joaquin",196711,3.82
21082,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",77556,1.36
21083,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",347711,6.08
21084,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",589176,10.3
21085,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",35727,0.62
21086,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",226951,3.97
21087,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",438281,7.66
21088,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",250608,4.38
21089,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",138881,2.43
21090,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",29018,0.51
21091,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",34103,0.6
21092,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",560401,9.79
21093,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",276958,4.84
21094,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",364342,6.37
21095,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",124961,2.18
21096,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",484488,8.47
21097,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",181784,3.18
21098,"SAN JOAQUIN GENERAL HOSPITAL","San Joaquin",175078,3.06
21099,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",331401,2.79
21100,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",846500,7.12
21101,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",896187,7.54
21102,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",74993,0.63
21103,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",123533,1.04
21104,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",609575,5.13
21105,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",317528,2.67
21106,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",327144,2.75
21107,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",0,0.0
21108,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",108188,0.91
21109,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",868918,7.31
21110,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",346860,2.92
21111,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",1218733,10.25
21112,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",2153,0.02
21113,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",626225,5.27
21114,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",206020,1.73
21115,"ST. JOSEPH''S MEDICAL CENTER OF STOCKTON","San Joaquin",347659,2.93
21116,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",65837,1.95
21117,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",202286,6.0
21118,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",244699,7.25
21119,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",3028,0.09
21120,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",36030,1.07
21121,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",159050,4.72
21122,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",103750,3.08
21123,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",444,0.01
21124,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",11284,0.33
21125,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",3349,0.1
21126,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",205347,6.09
21127,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",74664,2.21
21128,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",244596,7.25
21129,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",0,0.0
21130,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",177175,5.25
21131,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",38620,1.14
21132,"SUTTER TRACY COMMUNITY HOSPITAL","San Joaquin",89355,2.65
21133,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",12758,1.21
21134,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",39582,3.74
21135,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",25356,2.4
21136,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",36353,3.43
21137,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",18523,1.75
21138,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",17383,1.64
21139,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",8443,0.8
21140,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",0,0.0
21141,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",999,0.09
21142,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",0,0.0
21143,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",90233,8.53
21144,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",11668,1.1
21145,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",6160,0.58
21146,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",0,0.0
21147,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",19860,1.88
21148,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",19227,1.82
21149,"ST. JOSEPH''S BEHAVIORAL HEALTH CENTER","San Joaquin",12249,1.16
21150,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",95443,3.34
21151,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",159589,5.58
21152,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",177324,6.21
21153,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",812,0.03
21154,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",40468,1.42
21155,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",134240,4.7
21156,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",5254,0.18
21157,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",104,0.0
21158,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",3581,0.13
21159,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",261,0.01
21160,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",198405,6.94
21161,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",63824,2.23
21162,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",166635,5.83
21163,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",0,0.0
21164,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",41950,1.47
21165,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",72625,2.54
21166,"DOCTORS HOSPITAL OF MANTECA","San Joaquin",73637,2.58
21167,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21168,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21169,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21170,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21171,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21172,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21173,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21174,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21175,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21176,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21177,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21178,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21179,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21180,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21181,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21182,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21183,"SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES","San Joaquin",0,0.0
21184,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21185,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21186,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",506493,12.97
21187,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",1823,0.05
21188,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",66489,1.7
21189,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21190,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21191,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",1243223,31.83
21192,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",38697,0.99
21193,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",4147,0.11
21194,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",598455,15.32
21195,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21196,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",241141,6.17
21197,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",0,0.0
21198,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",497126,12.73
21199,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",36694,0.94
21200,"KAISER FOUNDATION HOSPITAL - MANTECA","San Joaquin",484798,12.41
21201,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",74112,3.98
21202,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",130709,7.03
21203,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",142225,7.65
21204,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",795,0.04
21205,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",16967,0.91
21206,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",90750,4.88
21207,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",38990,2.1
21208,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",19585,1.05
21209,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",18594,1.0
21210,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",6770,0.36
21211,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",124778,6.71
21212,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",55995,3.01
21213,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",157909,8.49
21214,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",0,0.0
21215,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",90440,4.86
21216,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",34872,1.87
21217,"ARROYO GRANDE COMMUNITY HOSPITAL","San Luis Obispo",75503,4.06
21218,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",77817,3.05
21219,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",183618,7.19
21220,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",269917,10.56
21221,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",1087,0.04
21222,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",10206,0.4
21223,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",125933,4.93
21224,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",76292,2.99
21225,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",0,0.0
21226,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",20573,0.81
21227,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",18410,0.72
21228,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",206901,8.1
21229,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",44966,1.76
21230,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",249649,9.77
21231,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",0,0.0
21232,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",136537,5.34
21233,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",44743,1.75
21234,"FRENCH HOSPITAL MEDICAL CENTER","San Luis Obispo",101057,3.95
21235,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",86618,2.49
21236,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",227732,6.55
21237,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",412294,11.86
21238,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",0,0.0
21239,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",59193,1.7
21240,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",197015,5.67
21241,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",14004,0.4
21242,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",8220,0.24
21243,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",13601,0.39
21244,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",2219,0.06
21245,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",346425,9.96
21246,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",83728,2.41
21247,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",350326,10.07
21248,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",0,0.0
21249,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",80766,2.32
21250,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",71044,2.04
21251,"SIERRA VISTA REGIONAL MEDICAL CENTER","San Luis Obispo",88607,2.55
21252,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",76334,2.27
21253,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",143966,4.27
21254,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",335088,9.95
21255,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",2210,0.07
21256,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",60303,1.79
21257,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",170742,5.07
21258,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",11445,0.34
21259,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",0,0.0
21260,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",4111,0.12
21261,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",0,0.0
21262,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",252984,7.51
21263,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",97117,2.88
21264,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",254993,7.57
21265,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",0,0.0
21266,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",63436,1.88
21267,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",60562,1.8
21268,"TWIN CITIES COMMUNITY HOSPITAL","San Luis Obispo",75107,2.23
21269,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21270,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21271,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21272,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21273,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
